train_no,train_name,type_code
76853,NCR TPJ DMU,PASS-TRAINS
76854,TPJ NCR DMU,PASS-TRAINS
76901,BGK KJDI RAIL BUS,PASS-TRAINS
76902,KJDI BGK RAIL BUS,PASS-TRAINS
77201,GTL RC DEMU,PASS-TRAINS
77202,RC GTL DEMU,PASS-TRAINS
77203,GTL DHNE DEMU,PASS-TRAINS
77204,KRNT GTL DEMU,PASS-TRAINS
77205,DHNE GY DEMU,PASS-TRAINS
77206,GY DHNE DEMU,PASS-TRAINS
77207,DHNE KRNT DEMU,PASS-TRAINS
77208,MTM BZA DMU,PASS-TRAINS
77209,KRNT NDL DEMU,PASS-TRAINS
77210,NDL KRNT DEMU,PASS-TRAINS
77211,NDL RU DEMU,PASS-TRAINS
77212,RU NDL DEMU,PASS-TRAINS
77213,GTL HUP DEMU,PASS-TRAINS
77214,HUP GTL DEMU,PASS-TRAINS
77215,BZA MTM DMU,PASS-TRAINS
77216,MTM GDV DMU,PASS-TRAINS
77217,BZA MTM DMU,PASS-TRAINS
77218,MTM BZA DMU,PASS-TRAINS
77219,GDV MTM DMU,PASS-TRAINS
77220,MTM GDV DEMU,PASS-TRAINS
77221,BZA GNT DMU,PASS-TRAINS
77222,GNT RAL DEMU,PASS-TRAINS
77223,RAL GNT DMU,PASS-TRAINS
77224,GNT RAL DMU,PASS-TRAINS
77225,RAL TEL DMU,PASS-TRAINS
77226,TEL RAL DMU,PASS-TRAINS
77227,RAL TEL DMU,PASS-TRAINS
77228,TEL RAL DMU,PASS-TRAINS
77229,RAL GNT DMU,PASS-TRAINS
77230,GNT BZA DMU,PASS-TRAINS
77231,BZA BVRM DMU,PASS-TRAINS
77232,BVRM GDV DEMU,PASS-TRAINS
77233,BVRM NS DMU,PASS-TRAINS
77234,MTM GDV DEMU,PASS-TRAINS
77235,GDV MTM DMU,PASS-TRAINS
77237,BVRM RJY DEMU,PASS-TRAINS
77238,RJY BVRM DMU,PASS-TRAINS
77239,BVRM NDD DMU,PASS-TRAINS
77240,NDD BVRM DEMU,PASS-TRAINS
77241,NS RJY DEMU,PASS-TRAINS
77242,RJY BVRM DEMU,PASS-TRAINS
77243,BVRM NDD DMU,PASS-TRAINS
77244,NDD BVRM DEMU,PASS-TRAINS
77245,GNT TEL DMU,PASS-TRAINS
77246,TEL RAL DMU,PASS-TRAINS
77247,RAL MRK DMU,PASS-TRAINS
77248,TEL MRK DMU,PASS-TRAINS
77249,MRK TEL DMU,PASS-TRAINS
77251,PDPL BZA DMU,PASS-TRAINS
77252,MABD PDPL DMU,PASS-TRAINS
77253,MABD BZA DMU,PASS-TRAINS
77254,BZA PDPL DMU,PASS-TRAINS
77255,KRMR SRUR DMU,PASS-TRAINS
77256,SRUR KRMR DMU,PASS-TRAINS
77257,LPJL PDPL DMU,PASS-TRAINS
77258,PDPL LPJL DMU,PASS-TRAINS
77259,NZB KRMR DMU,PASS-TRAINS
77260,KRMR NZB DMU,PASS-TRAINS
77261,BZA MTM DEMU,PASS-TRAINS
77262,MTM BZA DEMU,PASS-TRAINS
77263,BZA NS DMU,PASS-TRAINS
77264,GDV NS PASS,PASS-TRAINS
77265,NS NDD DEMU,PASS-TRAINS
77266,NDD NS DEMU,PASS-TRAINS
77267,BVRM GDV PASS,PASS-TRAINS
77268,GDV BZA PASS,PASS-TRAINS
77269,BZA MTM DEMU,PASS-TRAINS
77270,MTM BZA DEMU,PASS-TRAINS
77271,CCT KPLH DMU,PASS-TRAINS
77272,KPLH CCT DMU,PASS-TRAINS
77273,KRMR LJPL DEMU,PASS-TRAINS
77274,KRML LJPL DEMU,PASS-TRAINS
77281,GNT KCG PASS,PASS-TRAINS
77282,KCG GNT PASS,PASS-TRAINS
77293,BVRM RJY DMU,PASS-TRAINS
77294,RJY NS DMU,PASS-TRAINS
77295,NS GNT DMU,PASS-TRAINS
77297,TEL MCLA DMU,PASS-TRAINS
77401,NDL HX DEMU,PASS-TRAINS
77402,NDL HX DEMU,PASS-TRAINS
77403,NDL HX DEMU,PASS-TRAINS
77404,NDL HX DEMU,PASS-TRAINS
77405,HX PDMI DEMU,PASS-TRAINS
77406,PDMI HX DEMU,PASS-TRAINS
77407,GTL RC PASS,PASS-TRAINS
77408,RC GTL PASS,PASS-TRAINS
77409,GTL DHNE PASS,PASS-TRAINS
77410,DHNE GY PASS,PASS-TRAINS
77411,GY DHNE PASS,PASS-TRAINS
77412,DHNE KRNT PASS,PASS-TRAINS
77413,KRNT GTL PASS,PASS-TRAINS
77414,GTL KRNT PASS,PASS-TRAINS
77415,KRNT GTL PASS,PASS-TRAINS
77416,GTL BAY PASS,PASS-TRAINS
77417,BAY GTL PASS,PASS-TRAINS
77418,GTL HUP PASS,PASS-TRAINS
77419,HUP GTL PASS,PASS-TRAINS
77601,KCG NZB DEMU,PASS-TRAINS
77602,NZB KCG DEMU,PASS-TRAINS
77603,KCG MDAK DEMU,PASS-TRAINS
77604,MDAK KCG DEMU,PASS-TRAINS
77605,KCG PAU DEMU,PASS-TRAINS
77606,NED MED DEMU,PASS-TRAINS
77607,AK AKOT DEMU,PASS-TRAINS
77608,AKOT AKOLA DEMU,PASS-TRAINS
77609,AK AKOT DEMU,PASS-TRAINS
77610,AKOT AK DEMU,PASS-TRAINS
77611,AKOLA AKOT DEMU,PASS-TRAINS
77612,AKOT AKOLA DEMU,PASS-TRAINS
77613,PAU AK DEMU,PASS-TRAINS
77614,AK PRLI DEMU,PASS-TRAINS
77615,PRLI ADB DEMU,PASS-TRAINS
77616,ADB PAU DEMU,PASS-TRAINS
77619,J NSL DEMU,PASS-TRAINS
77620,NSL J DEMU,PASS-TRAINS
77621,J NSL DEMU,PASS-TRAINS
77622,NSL J DEMU,PASS-TRAINS
77623,JKAR MBNR DEMU,PASS-TRAINS
77631,BIDR KLBG DEMU,PASS-TRAINS
77632,KLBG BIDR DEMU,PASS-TRAINS
77633,BIDR KLBG DEMU,PASS-TRAINS
77634,KLBG BIDR DEMU,PASS-TRAINS
77635,BIDR KLBG DEMU,PASS-TRAINS
77636,KLBG BIDR DEMU,PASS-TRAINS
77637,BIDR KLBG DEMU,PASS-TRAINS
77638,KLBG BIDR MEX DEMU,PASS-TRAINS
77641,KCG MBNR DEMU,PASS-TRAINS
77642,MBNR KCG DEMU,PASS-TRAINS
77643,KCG NZB DEMU,PASS-TRAINS
77644,NZB KCG DEMU,PASS-TRAINS
77645,NZB NED DEMU,PASS-TRAINS
77646,NED NZB DEMU,PASS-TRAINS
77647,KCG RC DEMU,PASS-TRAINS
77648,RC KCG DEMU,PASS-TRAINS
77649,KCG KRMR DEMU,PASS-TRAINS
77650,KRMR KCG DEMU,PASS-TRAINS
77651,BIDR KLBG PASS,PASS-TRAINS
77652,KLBG BIDR DMU,PASS-TRAINS
77653,SC SIPT DEMU,PASS-TRAINS
77654,SIPT SC DEMU,PASS-TRAINS
77655,SC SIPT DEMU,PASS-TRAINS
77656,SIPT SC DEMU,PASS-TRAINS
77657,J SNSI DEMU,PASS-TRAINS
77658,SNSI J DEMU,PASS-TRAINS
77671,KCG MBNR DMU,PASS-TRAINS
77672,MBNR KCG DMU,PASS-TRAINS
77673,NDKD KCG DMU,PASS-TRAINS
77674,KCG NDKD DMU,PASS-TRAINS
77683,J NSL DEMU,PASS-TRAINS
77684,NSL J DEMU,PASS-TRAINS
77689,GWD RC DMU,PASS-TRAINS
77690,RC GWD DMU,PASS-TRAINS
77691,J NSL DEMU,PASS-TRAINS
77695,NDL KRNT DEMU,PASS-TRAINS
77696,KRNT NDL DEMU,PASS-TRAINS
78009,ROP VZR DEMU,PASS-TRAINS
78010,VZR ROP DEMU,PASS-TRAINS
78011,ROP VZR DEMU,PASS-TRAINS
78012,VZR ROP DEMU,PASS-TRAINS
78013,ROP BPO DEMU,PASS-TRAINS
78014,BGY BPO DEMU,PASS-TRAINS
78015,BPO BGY DEMU,PASS-TRAINS
78016,BPO ROP DEMU,PASS-TRAINS
78017,ROP BPO DEMU,PASS-TRAINS
78018,BGY BPO DEMU,PASS-TRAINS
78019,BPO BGY DEMU,PASS-TRAINS
78020,BPO ROP DEMU,PASS-TRAINS
78021,MSAE MTIP DEMU,PASS-TRAINS
78022,MTIP MSAE DEMU,PASS-TRAINS
78023,MTIP BQA DEMU,PASS-TRAINS
78024,BQA MTIP DEMU,PASS-TRAINS
78025,MTIP BQA DEMU,PASS-TRAINS
78026,BQA SRBZ DEMU,PASS-TRAINS
78027,SRBZ BQA DEMU,PASS-TRAINS
78028,BQA MTIP DEMU,PASS-TRAINS
78029,TATA BMPR DEMU,PASS-TRAINS
78030,BMPR TATA DEMU,PASS-TRAINS
78031,TATA BMPR DEMU,PASS-TRAINS
78032,BMPR TATA DEMU,PASS-TRAINS
78033,TATA GUA DMU,PASS-TRAINS
78034,GUA TATA DEMU,PASS-TRAINS
78051,MSAE BQA DEMU,PASS-TRAINS
78052,BQA MSAE DEMU,PASS-TRAINS
78053,MSAE BQA DEMU,PASS-TRAINS
78054,BQA MSAE DEMU,PASS-TRAINS
78055,MSAE BQA DEMU,PASS-TRAINS
78056,BQA MSAE DEMU,PASS-TRAINS
78057,SONA BQA DEMU,PASS-TRAINS
78058,BQA SONA DEMU,PASS-TRAINS
78059,MSAE BQA DEMU,PASS-TRAINS
78060,BQA MSAE DEMU,PASS-TRAINS
78061,MSAE BQA DEMU,PASS-TRAINS
78101,CKP ROU SARANDA DEMU,PASS-TRAINS
78102,ROU CKP SARANDA DEMU,PASS-TRAINS
78103,ROU SBP PASSENGER,PASS-TRAINS
78104,SBP ROU PASSENGER,PASS-TRAINS
78511,VBL SALR RAIL BUS,PASS-TRAINS
78512,SALR VBL RAIL BUS,PASS-TRAINS
78513,VBL SALR RAIL BUS,PASS-TRAINS
78514,SALR VBL RAIL BUS,PASS-TRAINS
78515,VBL SALR RAIL BUS,PASS-TRAINS
78516,SALR VBL RAIL BUS,PASS-TRAINS
78517,VBL SALR RAIL BUS,PASS-TRAINS
78518,SALR VBL RAIL BUS,PASS-TRAINS
78519,VBL SALR RAIL BUS,PASS-TRAINS
78520,SALR VBL RAIL BUS,PASS-TRAINS
78531,PSA VSKP DEMU,PASS-TRAINS
78534,VZM PSA PASS,PASS-TRAINS
78801,G KGE DEMU,PASS-TRAINS
78802,KGE G DEMU,PASS-TRAINS
78803,G KGE DEMU,PASS-TRAINS
78804,KGE G DEMU,PASS-TRAINS
78805,G KGE DEMU,PASS-TRAINS
78806,KGE G DEMU,PASS-TRAINS
78807,G WRI DEMU,PASS-TRAINS
78808,WRI G DEMU,PASS-TRAINS
78809,G KGE DEMU,PASS-TRAINS
78810,KGE G DEMU,PASS-TRAINS
78811,TMR TRDI DEMU,PASS-TRAINS
78812,TRDI TMR DEMU,PASS-TRAINS
78813,TMR BTC DEMU,PASS-TRAINS
78814,BTC TMR DEMU,PASS-TRAINS
78815,R AAGH DEMU,PASS-TRAINS
78816,AAGH R DEMU,PASS-TRAINS
78817,DURG DRZ DEMU,PASS-TRAINS
78818,AAGH DURG DEMU,PASS-TRAINS
78819,BPQ G DEMU,PASS-TRAINS
78820,G BPQ DEMU,PASS-TRAINS
78821,G KGE DEMU,PASS-TRAINS
78822,KGE G DEMU,PASS-TRAINS
78823,DRZ AAGH DEMU,PASS-TRAINS
78824,DURG DRZ DEMU,PASS-TRAINS
78825,DRZ DURG DEMU,PASS-TRAINS
78826,DRZ DURG DEMU,PASS-TRAINS
78827,DURG DRZ DEMU,PASS-TRAINS
78831,G-SMC DEMU,PASS-TRAINS
78832,SMC-G DEMU,PASS-TRAINS
78833,R TDOK DEMU,PASS-TRAINS
78834,TDOK R DEMU,PASS-TRAINS
79303,RTM COR DEMU,PASS-TRAINS
79304,COR RTM DEMU,PASS-TRAINS
79305,DADN RTM DEMU,PASS-TRAINS
79306,RTM DADN DEMU,PASS-TRAINS
79307,DADN INDB DEMU,PASS-TRAINS
79308,INDB DADN DEMU,PASS-TRAINS
79309,DADN RTM DEMU,PASS-TRAINS
79310,RTM DADN DEMU,PASS-TRAINS
79311,DADN INDB DEMU,PASS-TRAINS
79312,INDB DADN DEMU,PASS-TRAINS
79313,DADN RTM DEMU,PASS-TRAINS
79314,RTM DADN DEMU,PASS-TRAINS
79315,DADN INDB DMU,PASS-TRAINS
79316,INDB DADN DMU,PASS-TRAINS
79317,DADN RTM DEMU,PASS-TRAINS
79318,RTM DADN DEMU,PASS-TRAINS
79405,MSH VDG DEMU,PASS-TRAINS
79406,VDG MSH DEMU,PASS-TRAINS
79407,MSH VDG DEMU,PASS-TRAINS
79408,VDG MSH DEMU,PASS-TRAINS
79413,ANND CBY DEMU,PASS-TRAINS
79414,CBY ANND DEMU,PASS-TRAINS
79415,ANAND CBY DEMU,PASS-TRAINS
79416,CBY ANND DEMU,PASS-TRAINS
79417,ANND CBY DMU,PASS-TRAINS
79418,CBY ANND DMU,PASS-TRAINS
79419,ANND CBY DMU,PASS-TRAINS
79420,CBY ANND DEMU,PASS-TRAINS
79421,ANND CBY DEMU,PASS-TRAINS
79422,CBY ANND DEMU,PASS-TRAINS
79423,ANND CBY DEMU,PASS-TRAINS
79424,CBY ANND DEMU,PASS-TRAINS
79425,ANND CBY DEMU,PASS-TRAINS
79426,CBY ANND DEMU,PASS-TRAINS
79427,ANND CBY DEMU,PASS-TRAINS
79428,CBY ANND DEMU,PASS-TRAINS
79429,ANND ADI FAST DMU,PASS-TRAINS
79430,ADI ANND FAST DMU,PASS-TRAINS
79431,SBIB MSH DEMU,PASS-TRAINS
79432,MSH ADI DEMU,PASS-TRAINS
79433,SBIB PTN DEMU,PASS-TRAINS
79434,PTN SBIB DEMU,PASS-TRAINS
79435,SBIB PTN DEMU,PASS-TRAINS
79436,PTN SBIB DEMU,PASS-TRAINS
79437,MSH ABR DEMU,PASS-TRAINS
79438,ABR MSH DEMU,PASS-TRAINS
79441,WKR MVI DEMU,PASS-TRAINS
79442,MVI WKR DEMU,PASS-TRAINS
79443,WKR MVI DEMU,PASS-TRAINS
79444,MVI WKR DEMU,PASS-TRAINS
79445,WKR MVI DEMU,PASS-TRAINS
79446,MVI WKR DEMU,PASS-TRAINS
79447,WKR MVI DEMU,PASS-TRAINS
79448,MVI WKR DEMU,PASS-TRAINS
79449,MVI MALB DMU,PASS-TRAINS
79450,MALB MVI DMU,PASS-TRAINS
79451,WKR MVI DEMU,PASS-TRAINS
79452,MVI WKR DEMU,PASS-TRAINS
79453,WKR MVI DEMU,PASS-TRAINS
79454,MVI WKR DEMU,PASS-TRAINS
79455,BRC CTD DEMU,PASS-TRAINS
79456,CTD BRC DMU,PASS-TRAINS
79457,BTD DHG DMU,PASS-TRAINS
79458,DHG BTD DMU,PASS-TRAINS
79459,BTD SUNN DEMU,PASS-TRAINS
79460,DHG BTD DEMU,PASS-TRAINS
79481,VJF AJM RAILBUS M G,PASS-TRAINS
79482,AJM VJF RAILBUS M G,PASS-TRAINS
79483,VJF AJM RAILBUS M G,PASS-TRAINS
79484,AJM VJF RAILBUS M G,PASS-TRAINS
79485,VJF UMN RAILBUS M G,PASS-TRAINS
79486,UMN VJF RAILBUS M G,PASS-TRAINS
79487,VJF UMN RAILBUS M G,PASS-TRAINS
79488,UMN VJF RAILBUS M G,PASS-TRAINS
79489,VJF UMN RAILBUS M G,PASS-TRAINS
79490,UMN VJF RAILBUS M G,PASS-TRAINS
79601,AII GGC DEMU,PASS-TRAINS
79602,GGC AII DEMU,PASS-TRAINS
79603,JP SIKR DEMU,PASS-TRAINS
79604,SIKR JP DEMU,PASS-TRAINS
94801,NAMO BHARAT RAPID RAIL,PASS-TRAINS
94802,NAMO BHARAT RAPID RAIL,PASS-TRAINS
94803,NAMO BHARAT RAPID RAIL,PASS-TRAINS
94804,NAMO BHARAT RAPID RAIL,PASS-TRAINS
961,VALLEY QUEEN SPL,EXP-TRAINS
962,VALLEY QUEEN SPL,EXP-TRAINS
1022,NGP LTT SPECIAL,EXP-TRAINS
1023,PUNE KOP SPECIAL,EXP-TRAINS
1024,KOP PUNE SPECIAL,EXP-TRAINS
1025,DR BALLIA SPL,EXP-TRAINS
1026,BUI DR SPL,EXP-TRAINS
1027,DR GKP SPECIAL,EXP-TRAINS
1028,GKP DR SPL,EXP-TRAINS
1029,CSMT KOP SPL,EXP-TRAINS
1030,KOP CSMT SPL,EXP-TRAINS
1042,SNSI DR SPECIAL,EXP-TRAINS
1053,DVL DNR SPL,EXP-TRAINS
1054,DNR MMR SPL,EXP-TRAINS
1129,CSMT SWV SPL,EXP-TRAINS
1130,SWV CSMT SPL,EXP-TRAINS
1139,NGP MAO SPECIAL,EXP-TRAINS
1140,MAO NGP SPECIAL,EXP-TRAINS
1265,MML ABKP SPL,EXP-TRAINS
1266,ABKP JBP SPL,EXP-TRAINS
1271,ET BPL SPECIAL,EXP-TRAINS
1272,BPL ET SPECIAL,EXP-TRAINS
1435,SUR LTT SPECIAL,EXP-TRAINS
1436,LTT SUR SPECIAL,EXP-TRAINS
1477,SUR AKP SPECIAL,EXP-TRAINS
1478,AKP SUR SPL,EXP-TRAINS
1487,PUNE HARANGUL EX,EXP-TRAINS
1488,HARANGUL PUNE EX,EXP-TRAINS
1595,KAWR MAO SPL,EXP-TRAINS
1596,MAO KAWR SPL,EXP-TRAINS
1665,RKMP AGTL SPL,EXP-TRAINS
1666,AGTL RKMP SPL,EXP-TRAINS
1667,RKMP DNR SPL,EXP-TRAINS
1668,DNR RKMP SPL,EXP-TRAINS
1701,JBP NZM HOLI SPL,EXP-TRAINS
1702,NZM JBP SPL,EXP-TRAINS
1703,REWA BPL HOLI SP,EXP-TRAINS
1704,BPL REWA HOLI SP,EXP-TRAINS
1705,JBP AY HOLI SPL,EXP-TRAINS
1919,AGC ASV SPL,EXP-TRAINS
1920,ASV AGC SPL,EXP-TRAINS
2421,SFG SSB H SPL,EXP-TRAINS
2811,BBS YPR SPL,EXP-TRAINS
2812,YPR BBS SPL,EXP-TRAINS
2831,DHN BBS SPL,EXP-TRAINS
2832,BBS DHN SPL,EXP-TRAINS
2842,MAS SHM SPL,EXP-TRAINS
2864,YNK SRC SPL,EXP-TRAINS
3182,SHTT KOAA SPL,EXP-TRAINS
3249,RGD PNBE SPL,EXP-TRAINS
3250,PNBE RGD SPL,EXP-TRAINS
4115,SFG LTT SPL,EXP-TRAINS
4116,LTT SFG SPL,EXP-TRAINS
4653,NJP ASR HUMSAFAR,EXP-TRAINS
4654,ASR NJP SF SPL,EXP-TRAINS
4687,BAHL BDGM SPL,EXP-TRAINS
4688,BDGM BAHL SPL,EXP-TRAINS
4705,HMH JP HSP SPL,EXP-TRAINS
4706,JP HMH HSP SPL,EXP-TRAINS
4711,BKN BDTS SPL,EXP-TRAINS
4712,BDTS BKN SPL,EXP-TRAINS
4715,BKN SNSI SPL,EXP-TRAINS
4716,SNSI BIKANER SPL,EXP-TRAINS
4717,HSR TPTY SF SPL,EXP-TRAINS
4718,TPTY HSR SPL,EXP-TRAINS
4727,HSR BL SPL,EXP-TRAINS
4728,BL HSR SPL,EXP-TRAINS
4771,BTI APH SPL,EXP-TRAINS
4772,APH BTI SPL,EXP-TRAINS
4827,BGKT BDTS SPL,EXP-TRAINS
4828,BDTS BGKT SPL,EXP-TRAINS
5001,JI GKP MAGH MELA,EXP-TRAINS
5002,GKP JI MAGH MELA,EXP-TRAINS
5003,JI GKP MAGH MELA,EXP-TRAINS
5004,GKP JI MAGH MELA,EXP-TRAINS
5005,CPR JI MAGH MELA,EXP-TRAINS
5006,JI CPR MAGH MELA,EXP-TRAINS
5013,RANIKHET SPL,EXP-TRAINS
5023,KWP HOLI SPL,EXP-TRAINS
5053,GKP BDTS SPL,EXP-TRAINS
5061,AH TPU SPECIAL,EXP-TRAINS
5062,TPU AH PUJA SPL,EXP-TRAINS
5073,SBC LKU SPL,EXP-TRAINS
5074,LKU SBC SPL,EXP-TRAINS
5103,BNRS JI MAGH MELA SPL,EXP-TRAINS
5104,JI BNRS MAGH MELA SPL,EXP-TRAINS
5111,GKP JHUSI MAGH MELA SPL,EXP-TRAINS
5112,JHUSI GKP MAGH MELA SPL,EXP-TRAINS
5113,CPR PRRB MAGH MELA SPL,EXP-TRAINS
5114,PRRB CPR MAGH MELA SPL,EXP-TRAINS
5121,THE CI EXP SPL,EXP-TRAINS
5122,CI THE EXP SPL,EXP-TRAINS
5131,GKP BRK SPL,EXP-TRAINS
5132,BRK GKP SPL,EXP-TRAINS
5293,MFP SC SPL,EXP-TRAINS
5483,MAHANANDA SPL,EXP-TRAINS
5627,GHY AGTL SPL,EXP-TRAINS
5628,AGTL GHY SPL,EXP-TRAINS
5909,DBRG LGH EXPRESS,EXP-TRAINS
6029,MTP TEN SPL,EXP-TRAINS
6030,TEN MTP SPL,EXP-TRAINS
6071,CLT PGT UR EXP TOD SPL,EXP-TRAINS
6136,MTP UAM SPL,EXP-TRAINS
6137,UAM MTP SPL,EXP-TRAINS
6139,UAM ONR SPL,EXP-TRAINS
6140,UAM ONR SPL,EXP-TRAINS
6141,ONR UAM SPL,EXP-TRAINS
6142,UAM ONR SPL,EXP-TRAINS
6143,ONR UAM SPL,EXP-TRAINS
6169,QLN ERS MEMU SPL,EXP-TRAINS
6170,ERS QLN MEMU SPL,EXP-TRAINS
6181,CBE JP SPECIAL,EXP-TRAINS
6207,BNC KLBG SPL,EXP-TRAINS
6208,KLBG BNC SPL,EXP-TRAINS
6281,MYS MDJN SPL,EXP-TRAINS
6282,MDJN MYS SPL,EXP-TRAINS
6503,SMVB BJP SPL,EXP-TRAINS
6504,BJP SMVB SPL,EXP-TRAINS
6507,YPR MAO SPL,EXP-TRAINS
6508,MAO YPR SPL,EXP-TRAINS
6523,SMVB TVCN SPL,EXP-TRAINS
6524,TVCN SMVB SPL,EXP-TRAINS
6539,SMVB BIDR SPL,EXP-TRAINS
6540,BIDR SMVB SPL,EXP-TRAINS
6547,SMVB TVCN SPL,EXP-TRAINS
6548,TVCN SMVB SPL,EXP-TRAINS
6555,SMVB TVCN SPL,EXP-TRAINS
6556,TVCN SMVB SPL,EXP-TRAINS
6593,YPR DHL MEMU EXP SPL,EXP-TRAINS
6594,DHL YPR MEMU EXP SPL,EXP-TRAINS
6595,SNC SSPN MEMU SPL,EXP-TRAINS
6596,SSPN SBC MEMU SPL,EXP-TRAINS
7000,TPTY CHZ SPL,EXP-TRAINS
7012,TPTY PVR SPL,EXP-TRAINS
7015,NED TCNR SPL,EXP-TRAINS
7016,TCNR NED SPL,EXP-TRAINS
7017,TCNR TPTY SPL,EXP-TRAINS
7018,TCNR CHZ SPL,EXP-TRAINS
7019,JP HYB SPL,EXP-TRAINS
7020,HYB JP SPL,EXP-TRAINS
7027,CHZ BAM SPL,EXP-TRAINS
7028,BAM CHZ SPL,EXP-TRAINS
7029,AGTL SC SPECIAL,EXP-TRAINS
7030,SC AGTL SPL,EXP-TRAINS
7032,PVR TPTY SPL,EXP-TRAINS
7033,CCT MYS SPECIAL,EXP-TRAINS
7034,MYS CCT SPL,EXP-TRAINS
7035,HYB AKP SPL,EXP-TRAINS
7036,AKP CHZ SPL,EXP-TRAINS
7041,SC AKP SPL,EXP-TRAINS
7042,AKP SC SPL,EXP-TRAINS
7044,BGM HYB SPL,EXP-TRAINS
7053,KCG BKN SPL,EXP-TRAINS
7054,BKN KCG SPL,EXP-TRAINS
7055,SC AKP SPL,EXP-TRAINS
7056,AKP SC SPL,EXP-TRAINS
7057,PAU J SPL,EXP-TRAINS
7075,HYB GKP SPL,EXP-TRAINS
7076,GKP HYB SPL,EXP-TRAINS
7085,CCT AMH SPL,EXP-TRAINS
7131,TPTY NS SPL,EXP-TRAINS
7132,NS TPTY SPL,EXP-TRAINS
7153,NS SMVB SPL,EXP-TRAINS
7154,SMVB NS SPL,EXP-TRAINS
7165,HYB BBSN SPL,EXP-TRAINS
7166,BBSN HYB SPL,EXP-TRAINS
7189,NED DMM SPL,EXP-TRAINS
7190,DMM NED SPL,EXP-TRAINS
7191,KCG MDU SPL,EXP-TRAINS
7192,MDU KCG SPL,EXP-TRAINS
7193,HYB QLN SPL,EXP-TRAINS
7194,QLN HYB SPL,EXP-TRAINS
7219,NS TNM SPL,EXP-TRAINS
7220,TNM NS SPL,EXP-TRAINS
7229,CAPE HYB SPL,EXP-TRAINS
7230,HYB CAPE SPL,EXP-TRAINS
7233,CHZ NS SPL,EXP-TRAINS
7234,NS CHZ SPL,EXP-TRAINS
7251,CHZ TCNR SPL,EXP-TRAINS
7252,TCNR CHZ SPL,EXP-TRAINS
7313,UBL QLN SPL,EXP-TRAINS
7314,QLN UBL SPL,EXP-TRAINS
7329,INTERCITY EXP,EXP-TRAINS
7330,INTERCITY EXP,EXP-TRAINS
7363,UBL YNRK SPL,EXP-TRAINS
7364,YNRK UBL SPL,EXP-TRAINS
7445,CCT LPI SPL,EXP-TRAINS
7446,LPI CCT SPL,EXP-TRAINS
7447,CCT CHZ SPL,EXP-TRAINS
7448,CHZ CCT SPL,EXP-TRAINS
7508,CHZ UDN SPL,EXP-TRAINS
7509,UDN CHZ SPL,EXP-TRAINS
7523,COA RJY INTERCITY SPL,EXP-TRAINS
7524,RJY COA INTERCITY SPL,EXP-TRAINS
7605,TPTY AK SPL,EXP-TRAINS
7609,J TCNR SPL,EXP-TRAINS
7610,TCNR J SPL,EXP-TRAINS
7615,CHZ TPJ SPL,EXP-TRAINS
7616,TPJ CHZ SPECIAL,EXP-TRAINS
7617,CCT TNM SPL,EXP-TRAINS
7618,TNM CCT SPECIAL,EXP-TRAINS
7665,PBN NED EXP SPL,EXP-TRAINS
7705,CCT HSR SPL,EXP-TRAINS
7706,HSR CCT SPL,EXP-TRAINS
7717,TPTY HSR SPL,EXP-TRAINS
7718,HSR TPTY SPL,EXP-TRAINS
7788,TCNR KCG SPL,EXP-TRAINS
8007,SHM VZR SPL,EXP-TRAINS
8008,VZR SHM SPL,EXP-TRAINS
8011,VZR PURI SPL,EXP-TRAINS
8012,PURI VZR SPL,EXP-TRAINS
8263,BSP CHZ TOD SPL,EXP-TRAINS
8264,CHZ BSP SPL,EXP-TRAINS
8284,BSP R SPL,EXP-TRAINS
8311,SBP ED SPL,EXP-TRAINS
8312,ED SBP SPL,EXP-TRAINS
8547,VSKP TPTY SPL,EXP-TRAINS
8548,TPTY VSKP SPL,EXP-TRAINS
8579,VSKP CHZ SPL,EXP-TRAINS
8580,CHZ VSKP SPL,EXP-TRAINS
8581,SMVB SUMMER SPL,EXP-TRAINS
8582,SMVB VSKP SPL,EXP-TRAINS
8583,VSKP TPTY SPL,EXP-TRAINS
8584,TPTY VSKP SPL,EXP-TRAINS
8611,SRC AII SPL,EXP-TRAINS
8612,AII SRC SPL,EXP-TRAINS
8751,DURG NZM HOLI SP,EXP-TRAINS
8752,DURG HOLI SPL,EXP-TRAINS
8863,G CPR HOLI SPL,EXP-TRAINS
8864,CPR G HOLI SPL,EXP-TRAINS
8865,G CPR HOLI SPL,EXP-TRAINS
8866,CPR G HOLI SPL,EXP-TRAINS
9017,BDTS VRL SPL,EXP-TRAINS
9018,VRL BDTS SPL,EXP-TRAINS
9035,BDTS UDN SPL,EXP-TRAINS
9036,UDN BDTS SPL,EXP-TRAINS
9049,DDR BSL SPECIAL,EXP-TRAINS
9050,BSL DDR SPL,EXP-TRAINS
9051,DDR BSL SPL,EXP-TRAINS
9052,BSL DDR SPL,EXP-TRAINS
9055,BDTS UDN SPL,EXP-TRAINS
9056,UDN BDTS SPL,EXP-TRAINS
9057,ST MAJN SPL,EXP-TRAINS
9058,MAJN SURAT SPL,EXP-TRAINS
9059,UDN KUR SPL,EXP-TRAINS
9060,KUR UDN SPL,EXP-TRAINS
9066,CPR ST HUMSF SPL,EXP-TRAINS
9083,MMCT BGKT SPL,EXP-TRAINS
