station_name,station_full_name,station_zone,average_delay,median_delay,total_records
KBPR,KABAKAPUTTUR,SWR,12.238670694864048,4.0,5296
KBQ,KUMRABAD ROHINI,ER,34.9731985940246,28.0,4552
KBR,KABRAI,NCR,57.85652797704448,46.0,2788
KBRV,KANJARI BORIYAV,WR,9.684867724867726,6.0,4725
KBSH,KRISHNA BALLABH SAHAY,ER,14.43525179856115,9.0,4170
KBSN,KASBE SUKENE,CR,29.333333333333332,21.0,1467
KBT,KADAMBATTUR,SR,14.157657657657658,10.0,5106
KBU,KASU BEGU,NR,13.303489439853076,9.0,2178
KBY,KHOIRABARI,NFR,25.169520547945204,17.0,2920
KCA,KUCHMAN,ECR,56.078322784810126,35.0,5056
KCC,KRISHNA CANAL,SCR,43.3219713902548,28.0,8948
KCD,KURICHEDU,SCR,39.07343631299063,33.0,3949
KCF,KALCHINI,NFR,57.61738535249829,40.0,1461
KCG,KACHEGUDA,SCR,24.640125547204097,9.0,24214
KCHV,KACHCHANVILAI,SR,5.4281459419210725,3.0,4029
KCI,KALLKIRI,SCR,46.93037974683544,38.0,1896
KCJ,KASIMPUR,NR,56.42823749415615,32.0,2139
KCKI,KECKHI,ECR,80.1127708815485,63.0,4753
KCLA,KENCHANALU H,SWR,13.32626538987688,9.0,1462
KCM,KALASAMUDRAM,SCR,66.26304579339723,61.0,939
KCN,KARCHANA,NCR,51.010983981693364,37.0,2185
KCO,KACHHIA BRIDGE,NER,14.328015673103835,6.0,3573
KCP,KALGUPUR,SCR,56.75308641975309,52.0,729
KCR,KHONKER,WCR,18.382876712328766,12.0,1460
KCT,KERAKAT H,NER,32.79591034211561,5.0,2543
KCU,KACHHLA,NER,16.966613672496024,7.5,2516
KCV,KRISHNA CH PURA,SER,49.74304516900987,0.0,3343
KCYN,KACHHIYANA HALT,ECR,47.17971970321517,34.0,1213
KCZ,KAIRON,NR,21.75958549222798,10.0,2895
KD,KUNDARKHI,NR,29.676741130091983,19.0,3805
KDAA,KADA,CR,6.131067961165049,0.0,618
KDBA,KODIMBALA H,SWR,5.56095041322314,0.0,1936
KDBR,KHADKI BAZAR H,SCR,19.36076817558299,12.0,1458
KDE,KORADACHERI,SR,13.70386761593227,10.0,5197
KDER,KUNDER H,ECR,44.72753623188406,31.0,2070
KDF,KHUNDAUR,NR,39.843835616438355,26.0,1460
KDG,KEDGAON,CR,23.838178180534307,18.0,8497
KDGH,KODIGEHALLI,SWR,11.22929292929293,8.0,1980
KDGI,KUDGI H,SWR,32.11664641555286,18.0,823
KDGO,KADOGAON HALT,NFR,24.7439446366782,18.0,289
KDH,KHARDAHA,ER,37.404137931034484,14.0,725
KDHA,KARCHHA,WR,13.712131596984236,10.0,1459
KDHI,KALADEHI,SECR,47.06728778467909,37.0,2898
KDHL,KUNDHELA,WR,3.721266345492085,0.0,2906
KDHN,KANDHARAN H,NWR,24.224221453287196,8.0,2890
KDI,KUNDLI,WR,15.089988751406075,14.0,1778
KDJ,KHUDAGANJ,NER,35.32463071109584,25.0,2911
KDJB,KHUDAGANJ BAZAR,ECR,39.53653846153846,24.0,520
KDJR,KENDUJHARGARH,ECOR,36.23115244104949,19.0,3011
KDKL,KODAKANDLA,SCR,27.500805152979066,1.0,1242
KDKN,KENDUKANA,NFR,24.05918810040285,17.0,3227
KDLG,KUNDALGARH,NWR,10.493055555555555,7.0,720
KDLR,KANDEL ROAD,ECOR,50.95503286060187,45.0,2891
KDM,KESAMUDRAM,SCR,58.43964519861164,47.0,5186
KDMD,KANDAMBAKKAM,SR,14.845205479452055,9.0,730
KDMR,KODIYAR MANDIR,WR,17.193967517401394,12.0,4310
KDN,KUDATINI,SWR,24.111541902773634,19.0,3353
KDNL,KADAYNALLUR,SR,16.286152394432648,14.0,4239
KDO,KADAKOLA,SWR,10.12225776965265,6.0,4376
KDP,KONDAPURAM,SCR,50.905100830367736,34.0,1686
KDPA,KHADAPA,ECOR,35.880121396054626,25.0,659
KDPR,KUMEDPUR,NFR,33.20850282115208,23.0,7621
KDPS,KADIPUR SANI H,NER,30.393654524089307,17.0,2553
KDQ,KADIPUR,NER,51.74607941274608,25.0,5994
KDRA,KADAMPURA H,ECR,69.16877058177826,54.0,3644
KDRI,KENDRI,SECR,9.166666666666666,0.0,1236
KDRP,KANDARPUR,ECOR,40.17682072829132,30.0,2856
KDS,KUSUNDA JN,ECR,21.1701244813278,1.0,1205
KDSB,KHADUR SAHIB H,NR,11.506394884092726,5.0,2502
KDT,KHADARPET,SCR,47.49361022364217,32.0,1252
KDTN,KADETHAN,CR,16.568321249302844,11.0,3586
KDTR,KIRODIMALNAGAR,SECR,68.8041032428855,49.0,3022
KDTY,KADUTURUTTY,SR,10.710144927536232,7.0,2346
KDU,KADAMBUR,SR,15.037908496732026,12.0,3060
KDV,KHADAVLI,CR,14.666666666666666,17.0,3
KDVI,KADAVAI,KR,53.55068493150685,46.0,730
KDX,KADABARI HAT,NFR,12.606158088235293,3.0,2176
KDY,KETTANDAPATTI,SR,22.310769230769232,14.0,650
KDZ,KANDAGHAT,NR,15.642335766423358,8.0,2329
KEA,KATRA (UP),NER,47.85590393595731,21.0,2998
KEB,KARAMBELI,WR,13.55039637599094,9.0,7064
KED,KENDUAPADA,ECOR,46.36228034327748,31.0,4894
KEE,KASEETAR,ER,32.395885961746664,22.0,2771
KEF,KRISHNAMA KONA,SCR,33.026940639269405,26.0,2190
KEG,KARENGI,NR,51.61673151750973,40.0,2570
KEH,KAPSETI,NR,42.20049200492005,23.0,3252
KEI,KASHI,NR,54.923154929577464,14.0,8875
KEJ,KATHLEEGHAT,NR,11.253861652115514,3.0,1489
KEK,KARKHELI,SCR,36.73194643711143,25.0,4182
KEM,KEM,CR,58.14509037616023,37.0,4094
KEMK,KHEM KARAN,NR,9.727650727650728,0.0,2886
KEMR,KEMRI,NER,22.86849315068493,19.0,730
KEN,KOTALA,SCR,25.962703962703962,14.0,2574
KENP,KENDRAPARA,ECOR,67.37397260273973,53.5,730
KEP,KELANPUR,WR,3.4194769442532693,0.0,2906
KEPR,KOIRIPUR,NR,71.29061784897026,49.0,1748
KER,KIRIHRAPUR,NER,48.4252084355076,29.0,4078
KES,KESRI,NR,22.846153846153847,16.0,1183
KESR,KESRI SINGHPUR,NWR,13.352941176470589,6.0,4063
KETI,KEOTI,SECR,24.474390243902437,4.0,1640
KEU,KETTUR,CR,63.007648183556405,43.0,523
KEV,KELA DEVI,WCR,25.086301369863012,17.0,2190
KEX,KHEKRA,NR,40.20311584865878,32.0,8537
KEY,KAGANKARAI,SR,30.882191780821916,19.0,1460
KEZ,KELZAR,SECR,95.1532396297566,76.0,2917
KFA,KOPARIA,ECR,60.998525073746315,35.0,8814
KFC,KALPATTICHATRAM,SR,14.968493150684932,15.0,730
KFD,KARANJADI,KR,49.48219178082192,46.0,1460
KFE,KURIKAD,SR,5.9075021312872975,4.0,2346
KFF,KOLDA,WR,10.957225116534138,7.0,3647
KFH,KATPHAL,CR,9.12707756232687,0.0,2888
KFI,KAPPIL,SR,12.076222435282839,9.0,2086
KFK,KATKA,NER,56.08105225737646,26.0,2813
KFN,KANOR,NWR,5.725342465753425,3.0,1460
KFP,KUKRA KHAPA,SECR,30.456674473067917,14.0,1281
KFPR,KAFURPUR,NR,57.42721088435374,46.0,2940
KFQ,KUMARANALLUR,SR,10.85848252344416,7.0,2346
KFT,KAJRI,ECR,72.91561856848845,55.0,4373
KFU,KOHAND,NR,52.97480201583873,38.0,2778
KFV,KUNDARA EAST,SR,4.141552511415525,3.0,2190
KFX,KOCHEWAHI,SECR,52.34011997818578,29.0,5501
KGA,KHAGA,NCR,48.89122978931896,29.0,4082
KGB,KARGI ROAD,SECR,58.94854512576032,29.0,6083
KGBS,KISHANGARH BALAWAS,NWR,15.87440664556962,7.0,5056
KGD,KALLIGUDI,SR,8.582921665490472,6.0,2834
KGE,KATANGI,SECR,58.55268425841674,38.0,5495
KGF,KATHGHAR,NR,26.24299634591961,15.0,3284
KGG,KHAGARIA JN,ECR,68.0609851141766,35.0,25662
KGI,KENGERI,SWR,22.013775862986012,16.0,18801
KGIH,KALGURKI H,SWR,22.533414337788578,13.0,823
KGKD,KANG KHURD,NR,13.144867833848267,0.0,2913
KGL,KUPGAL,SCR,23.09680365296804,21.0,1095
KGLE,KHAGRAGHAT ROAD,ER,13.30118166287016,6.0,14048
KGM,KATHGODAM,NER,14.884330202669304,0.0,4046
KGMR,KANGRA MANDIR,NR,21.13662316476346,0.0,2452
KGN,KURSEONG,NFR,0.0,0.0,938
KGP,KHARAGPUR JN,SER,80.73365698103329,25.0,42021
KGQ,KASARAGOD,SR,25.447777975028107,14.0,16899
KGRA,KANGRA,NR,21.029733959311425,0.0,2556
KGS,KHONGSARA,SECR,44.58125175413977,33.0,3563
KGV,KONAGAYALLI,SWR,10.387140902872776,3.0,1462
KGX,KANGINHAL,SWR,24.199305555555554,15.0,1440
KGZ,KARUNGUZHI,SR,14.131474103585658,10.0,753
KH,KAHILIYA,NR,69.96674057649668,56.5,902
KHA,KHAIGAON,WCR,5.4064997336174745,0.0,1877
KHAA,KHARAIADIH,ER,20.083067092651756,9.0,626
KHAT,KHAT,SECR,107.35934004474272,83.0,3576
KHBJ,KHANNA BANJARI,WCR,70.76505356483192,47.0,2707
KHBV,KHARBAV,CR,25.054704205274412,16.0,5612
KHDB,KHODIYAR,WR,8.008261494252874,6.0,2784
KHDH,KARAHDIH H,ECR,55.58563248308173,37.0,3842
KHDP,KHUDLAPUR F,NER,27.137066300240466,19.0,2911
KHDR,KHANDARI HALT,NR,17.54073482428115,9.0,1252
KHE,KANKATHER,NR,70.59985369422093,57.0,1367
KHED,KHED,KR,55.51708053230896,41.0,7289
KHF,KHANTAPARA,SER,67.40898830289349,39.0,4873
KHGP,KHARGAPUR,NCR,70.90715667311412,43.0,4653
KHH,KICHHA,NER,18.27954420143356,9.0,5441
KHHJ,KHATKAR KALAN JHANDAJI,NR,10.086528497409326,0.0,1930
KHI,KURHANI,ECR,61.12641242937853,48.0,2832
KHJ,KHAJRAHA,NCR,34.00684931506849,23.0,1460
KHJA,KHANJA H,NER,15.498207885304659,0.0,1395
KHKN,KHERA KALAN,NR,44.65731049793847,34.0,6306
KHKT,KHOTKHOTI,NFR,39.28846153846154,32.0,728
KHLL,KETOHALLI H,SWR,11.243413830954994,7.0,3644
KHM,KUSMHI,NER,75.2459304883414,30.0,2273
KHMA,KHATIMA,NER,11.533611599297013,4.0,4552
KHN,KHANYAN,ER,14.856946354883082,14.0,727
KHNM,KUNDA HARNAMGNJ,NR,48.513037350246655,25.0,5676
KHNP,KHANAPUR DECCAN,SCR,39.966085874299935,19.0,3214
KHNR,KACHNARA,WR,12.602833638025594,9.0,2188
KHOH,KHOH,NCR,59.75417439703154,48.0,2156
KHPL,KHALIPALI,ECOR,57.274104683195596,50.0,1452
KHPR,KHALIPUR,WR,12.327298050139277,12.0,718
KHQ,KHARIK,ECR,74.51408934707904,55.0,2910
KHR,KHAIREE,SECR,15.98492117888965,10.0,1459
KHRA,KACHERA,NWR,19.38490959666203,16.0,2876
KHRI,KHARKHARI,SER,29.48394495412844,17.0,2180
KHRJ,KUMBHRAJ,WCR,36.250104558762025,24.0,2391
KHRK,KHARAK,NWR,26.090563165905632,12.0,3942
KHRY,KHAIRAHI,NCR,34.84167237834133,22.0,1459
KHS,KHARSIA,SECR,105.93199021777104,65.0,8587
KHSN,KHERA SANDHAN H,NCR,17.63270899954317,10.0,2189
KHT,SRI KALAHASTI,SCR,29.251819708846586,17.0,7144
KHTG,KHATGAON,WR,11.745270085001371,8.0,3647
KHTI,KUSHTAGI,SWR,-6.8783269961977185,0.0,526
KHTN,KHUTAUNA,ECR,19.73972602739726,10.0,1460
KHTX,KHED TEMPLE,NWR,11.858986175115207,8.0,2170
KHU,KHURHAND,NCR,57.22002772002772,45.0,2886
KHUH,KHARUARA HALT,ECR,50.722115384615385,26.0,2080
KHUT,KHUNTALA,NWR,7.105691056910569,3.0,615
KHV,KARAINTHI,NR,45.695624737063525,27.0,4754
KHW,KHERODA,NWR,5.501369863013698,4.0,1460
KI,KONDAPALLI,SCR,49.454861111111114,30.0,2880
KIA,KHARI AMARPURA,WR,8.711604095563139,7.0,1172
KIAD,KEMPEGOWDA INT AIRPORT,SWR,6.96084226080532,1.0,2707
KIAT,KYATSANDRA,SWR,6.77004170528267,0.0,8632
KIB,KIZHA AMBUR,SR,5.442979330007128,4.0,2806
KIC,KALLIDAIKURICHI,SR,7.437023756163155,5.0,4462
KID,KHAIRAR JN,NCR,57.55027212832999,47.0,3491
KIE,KHIRIA KHURD H,NER,1.989607390300231,0.0,2598
KIF,KURI,SR,6.607876712328767,3.0,2920
KIGL,KUNIGAL,SWR,27.345782885286273,24.0,4873
KII,KILLE,SR,21.337899543378995,20.0,2190
KIJ,KULDIHA,SER,13.850853889943075,0.0,2635
KIK,KARAIKAL,SR,0.8119965724078835,0.0,5835
KIKA,KURWAI KETHORA,WCR,35.206849315068496,32.0,730
KIM,KIM,WR,14.889789303079416,11.0,8021
KIN,KAPASAN,NWR,13.286159990016223,7.0,8013
KIP,KHALILPUR,NR,44.71230815528137,29.0,6646
KIQ,KHAI PHEMEKI,NR,9.707317073170731,6.0,3649
KIR,KATIHAR JN,NFR,35.109611597197556,8.0,30973
KIS,KAPILAS ROAD,ECOR,49.48692608606135,40.0,4857
KISN,KALISEN,SER,20.837687216997562,11.0,2871
KIT,KHALLIKOT,ECOR,51.1803256627641,38.0,7431
KITA,KITA,SER,34.31,15.0,3900
KITN,KHIRI TOWN,NER,30.393654524089307,17.0,2553
KIU,KINANA,NR,46.87841817416912,26.0,4754
KIUL,KIUL JN,ECR,43.12899587274732,18.0,39009
KIV,KAIALSA,NR,61.44863945578231,50.0,2940
KIW,KANWALPURA,WCR,21.04931506849315,16.0,5110
KIY,KALAYAT,NR,37.31307746979389,29.0,2814
KIZ,KANSUDHI,WR,8.995368721054506,3.0,2807
KJ,KAJGAON,CR,37.1021840873635,32.5,2564
KJA,KHAJURHAT,NR,38.18455366098295,21.0,1994
KJC,KASGANJ CITY,NER,14.699642431466032,5.0,2517
KJG,KARAJGI,SWR,14.647945205479452,9.0,2190
KJH,KAJRA,ER,28.14659090909091,14.0,10560
KJI,KHAJAULI,ECR,48.30695220360025,24.0,6444
KJJ,KODAVALURU,SCR,26.85116598079561,16.0,1458
KJKD,KANJIKODE,SR,11.210016835016836,7.0,4752
KJL,KHUMGAON BURTI,CR,18.324845147969718,12.0,1453
KJLU,KHARI JHALU,NR,15.550115473441108,8.0,2165
KJM,KRISHNARAJAPURM,SWR,29.765650383467452,16.0,26469
KJME,KAJORAGRAM,ER,15.461397898583828,10.0,4378
KJN,KANNAUJ,NER,39.86922240348015,21.0,7356
KJNC,KANNAUJ CITY F,NER,28.301958090003435,21.0,2911
KJPD,KURINIJIPADI,SR,10.820091324200913,5.0,2190
KJS,KRISHNARAJASGRA,SWR,12.168169522091974,7.0,2218
KJT,KARJAT,CR,29.14660056657224,21.0,8472
KJTW,KAJGAON TERHWAN H,NR,44.92948717948718,29.0,1404
KJU,KUNTIGHAT,ER,19.318791946308725,15.0,2086
KJV,KHIJADIYA JN,WR,24.962207558488302,22.0,1667
KJW,KHAJWANA,NWR,21.828767123287673,16.0,1460
KJY,KHURJA CITY,NR,9.318867062585655,4.0,2189
KJZ,KARONJI,SECR,39.72977281785572,24.0,2509
KK,KHADKI,CR,30.046680812367384,20.0,3299
KKA,KANKI,NFR,45.171363506974096,36.0,3513
KKAH,KANKAHA,NR,108.490727532097,86.0,701
KKAS,KATKAMASANDI,ECR,53.56585365853658,43.0,1435
KKB,KARAK BEL,WCR,109.42882096069869,82.0,3435
KKBA,KAKBARA,ER,17.1072,5.0,1250
KKDE,KURUKSHETRA JN,NR,42.73073137330423,19.0,23367
KKDI,KARAIKKUDI JN,SR,5.0461930164888456,1.0,8248
KKET,KAMRUP KHETRI,NFR,29.56111111111111,22.0,1980
KKG,KEKATUMAR,SCR,45.922602739726024,39.0,1460
KKGM,KAKIRIGUMMA,ECOR,49.6597510373444,36.0,723
KKGT,KALKALIGHAT,NFR,30.896882494004796,27.0,1668
KKHT,KAKARGHATTI,ECR,86.58399696624953,70.0,7911
KKI,KARKELI,SECR,46.380535055350556,31.0,2168
KKJ,KAKORI,NR,71.78546307151231,50.0,853
KKK,KHAKHARIA,WR,21.992332268370607,16.0,1565
KKL,KALA BAKRA,NR,36.680987202925046,30.0,2188
KKLR,KAIKOLUR,SCR,45.86754002911208,32.0,13740
KKLU,KAKLUR,ECOR,33.76176024279211,24.0,659
KKM,KAMALAPURAM,SCR,38.516163035839774,30.0,2846
KKMB,KASTLA KASMABAD H,NR,75.22031122031122,58.0,1221
KKN,KHIRKIYA,WCR,62.48050331858407,37.0,7232
KKNA,KHUNKHUNA,NWR,20.608897126969417,10.0,2158
KKNH,KARUKHIRHARNAGAR H,ECR,64.02782571182054,44.0,4636
KKP,KOT KAPURA,NR,19.4072553045859,8.0,10227
KKPM,KALLAKKUDI PLGH,SR,20.140753424657536,15.0,2920
KKPR,KOKPARA,SER,73.36628769154721,15.0,4046
KKQ,KALAIKUNDA,SER,59.89830102895429,3.0,4179
KKRD,KIKAKUI ROAD,WR,8.993145050726625,4.0,3647
KKRH,KARAHIYA H,ECR,54.93225806451613,37.0,4340
KKRL,KAKRALA H,NR,15.911144578313253,11.0,664
KKS,KURASTI KALAN,NCR,43.32076764907471,38.0,1459
KKT,KATH KUIYAN,NER,48.541361256544505,25.0,2865
KKTA,KOLLIKHUTAHA,ER,26.953372023213927,16.0,4997
KKTI,KUTTAKUDI,SR,3.8767123287671232,0.0,2190
KKU,KANAKPURA,NWR,18.01110029211295,9.0,5135
KKV,KUNKAVAV JN,WR,23.21355728854229,19.0,1667
KKW,KANKAVALI,KR,71.7967296729673,54.0,6666
KKY,KILA KADAIYAM,SR,12.58275703088981,9.0,4338
KKZ,KOTTARAKARA,SR,11.243838193791158,8.0,5315
KL,KHERLI,NCR,43.31567473294092,22.0,4587
KLA,KULWA,NCR,53.46089921159173,40.0,4693
KLAD,KALANAD H,SR,8.866666666666667,7.0,1095
KLAR,KULPAHAR,NCR,58.07545187053384,40.0,4758
KLB,KIRAOLI,NCR,49.18287671232877,26.0,2920
KLBA,KALAMBHA,CR,56.56318681318681,51.0,1456
KLBG,KALABURAGI JN,CR,39.4496271457885,22.0,19981
KLBN,KALAMBANI BUDRUK,KR,47.62876712328767,43.0,730
KLCR,KATLICHERRA,NFR,16.693150684931506,10.0,730
KLD,KHALILABAD,NER,70.94229287765249,37.0,14279
KLDI,KALDHARI,SCR,22.67372182517867,19.0,3638
KLE,KAITHAL,NR,45.73060240963856,34.0,4150
KLG,KALUNGA,SER,84.95038295038295,56.0,3003
KLGA,KALAGHAR,ECOR,65.37260273972603,58.0,730
KLGD,KOLLENGODE,SR,18.82099596231494,14.0,1486
KLGM,KALLAGAM,SR,21.204794520547946,14.0,1460
KLGN,KALANGANI,SR,7.6884576098059245,5.0,1958
KLGR,KOLAIGAON,NFR,71.56786703601108,61.0,722
KLH,KHEMLI,NWR,10.886238532110092,7.0,4360
KLHD,KOLHADI,CR,13.148657949070888,7.0,1453
KLI,KAULI,NR,15.080903490759754,11.0,2435
KLJ,KAMALGANJ,NER,31.330523426779063,16.0,5101
KLJI,KALIJAI PH,ECOR,46.92504930966469,36.0,2028
KLK,KALKA,NR,12.551635304659499,0.0,8928
KLKA,KOILAKUNTLA,SCR,17.71668219944082,10.0,2146
KLL,KALOL,WR,13.527945421149305,7.0,7622
KLM,KADLIMATTI H,SWR,28.804374240583233,13.0,823
KLMG,KALAMBOLI GOODS,CR,19.37191977077364,15.0,6980
KLMR,KALAMASSERI,SR,15.182819383259911,12.0,3178
KLNA,KOTHANA H,ECR,50.15534400692341,25.0,2311
KLNK,KALANAUR KALAN,NWR,31.84649577715217,13.0,6749
KLNP,KALINARYNPUR JN,ER,7.402143359100492,3.0,5692
KLNT,KALINAGAR,ER,12.56709265175719,10.0,626
KLOD,KELOD,SECR,44.70879120879121,31.0,1456
KLP,KOTALPUKUR,ER,33.561348897535666,23.0,3855
KLPG,KAMALPURGRAM,SECR,31.988348183687457,19.0,1459
KLPM,KAILASAPURAM,SR,5.950040290088638,3.0,1241
KLQ,KILIKOLLUR,SR,8.115499254843517,5.0,4026
KLRE,KHALARI,ECR,72.9264544456641,53.0,6377
KLRS,KOLARAS,WCR,36.6306216931217,27.5,3024
KLS,KOLATUR,SR,11.79623287671233,5.0,1752
KLSP,KUSHAL PURA,NWR,26.321107266435988,11.0,2890
KLSX,KAULSERI,NR,19.575949367088608,16.0,1264
KLT,KULITALAI,SR,17.045854163075333,15.0,5801
KLTR,KALMITAR,SECR,52.96780821917808,30.0,1460
KLU,KALLURU,SCR,36.64625506072875,23.0,1976
KLV,KELVA ROAD,WR,15.38644107625426,13.0,8511
KLWD,KALITALAVDI,WR,0.9513698630136986,0.0,5840
KLWL,KILANWALI PUNJAB,NR,9.414246575342466,7.0,1825
KLWN,KALWAN H,NR,43.55252100840336,19.0,1428
KLX,KOLAKALUR,SCR,33.40533778148457,17.0,3597
KLYH,KALLUR YEDAHALLI H,SWR,12.457619477006311,7.0,2218
KLYN,KHILERIYAN,NWR,5.506624029237095,3.0,2189
KLYT,KOLAYAT,NWR,17.864651773981603,14.0,1522
KLZ,KEOLARI,SECR,24.9730665640631,13.0,2599
KM,KALEM,SWR,11.118816930137685,8.0,1961
KMA,KAIMA,WCR,41.602758620689656,34.0,725
KMAE,KHAMARGACHHI,ER,20.555129434324066,16.0,2086
KMAH,KAMATHE,KR,50.343835616438355,44.0,730
KMB,KALA AMBA,WR,0.3636986301369863,0.0,1460
KMBL,KHAMBHALIYA,WR,32.81792318634424,20.0,4218
KMC,KAMAREDDI,SCR,57.09886981278578,44.0,11591
KMD,KODUMUDI,SR,19.91316470822545,17.0,5021
KMDC,KURMODANGA HALT,ER,3.8999081726354454,0.0,1089
KMDR,KARIMUDDIN PUR,NER,46.85316593886463,18.0,3664
KMEZ,KUMHARMARENGA,ECOR,36.89681335356601,29.0,659
KMGE,KUMAHU,ECR,48.22224770642202,31.0,4360
KMGH,KAMARGANJ,ER,39.3271560940841,22.0,2806
KMH,KALAMALIA,SCR,89.61491628614917,83.0,657
KMHN,KAMATHAN,ECR,87.80278884462152,58.0,502
KMHT,KARMAHAT,ECR,70.38141025641026,62.0,2184
KMI,KUMHARI,SECR,24.8715916296766,13.0,9462
KMJ,KAIMGANJ,NER,26.877579643358043,13.0,4991
KMK,KOMAKHAN,ECOR,60.29089399391088,48.0,3613
KMKD,KHAMKHED,CR,20.13764624913971,14.0,1453
KML,KAMTAUL,ECR,65.16429699842023,37.0,5697
KMLM,KELAMANGALAM,SWR,43.924131627056674,40.0,2188
KMLR,KAMALUR,ECOR,28.403930131004365,17.0,458
KMM,KANNAMANGALAM,SR,10.095613433858807,6.0,2918
KMMD,KIRMITI MENDHA,SECR,84.79677861549006,70.0,2918
KMME,KUMARDUBI,ER,28.57023964704703,16.0,9973
KMN,KHAMGAON,CR,4.048878205128205,0.0,2496
KMNC,KUCHAMAN CITY,NWR,22.992248986405915,11.0,8386
KMND,KUMENDI,ECR,91.5281207133059,80.0,2916
KMNG,KAMRANGA,NFR,0.0,0.0,389
KMNN,KHAMANON,NR,8.490410958904109,2.0,365
KMNP,KISHAN MANPURA,NWR,19.87977632805219,16.5,2146
KMNR,KAMALNAGAR,SCR,55.602798053527984,48.5,1644
KMP,KAMALAPUR,NER,29.04491833030853,16.0,2204
KMPH,KAMALPUR HALT,NFR,36.1606648199446,23.0,1444
KMPR,KOMARPUR,ER,4.0918273645546375,0.0,1089
KMPU,KAMALAPUR,SCR,36.11266511266511,14.0,2574
KMQ,KUMBLA,SR,16.18317025440313,10.0,5110
KMQA,KOMALI,SCR,88.43531202435312,80.0,657
KMRJ,KUMARGANJ,NFR,36.23023770038695,22.0,3618
KMRL,KUMRUI PH,SER,7.36628733997155,0.0,2812
KMS,KARAMNASA,ECR,52.182076446280995,26.0,3872
KMSD,KUMAR SADRA,ECOR,36.156297420333836,27.0,659
KMSI,KUMSI H,SWR,18.23297604035309,14.0,3172
KMT,KHAMMAM,SCR,51.70665778327702,36.0,21013
KMTI,KUMARHATTI,NR,10.086318261890781,4.0,1703
KMU,KUMBAKONAM,SR,22.364863482973718,17.0,9779
KMV,KARMAD,SCR,49.70951509606587,39.5,2186
KMX,KOMATIPALLI,ECOR,47.9770337576093,31.0,3614
KMZ,KATNI MURWARA,WCR,67.09989674754776,36.0,11622
KN,KADALUNDI,SR,22.729122807017543,21.0,4275
KNAD,KANAD,WR,4.4420062695924765,0.0,1276
KNAG,KANAJI H,SCR,35.19147224456959,10.0,2486
KNAR,KHANPUR AHIR,NWR,12.047783933518005,1.0,1444
KNB,KANIYAMBADI,SR,6.436529680365297,4.0,1095
KNBR,KANAIBAZAR,NFR,19.124733475479744,14.0,938
KNC,KANCHANPUR ROAD,WCR,41.93484848484849,29.0,660
KND,KANDRA,SER,52.23745034308415,29.0,5538
KNDG,KANHADGAON,SECR,53.985910469056535,39.0,5607
KNDI,KANDRORI,NR,39.589310187300136,30.0,2189
KNDL,KHANDEL,NWR,21.00610432852386,17.5,1802
KNDP,KHANDIP,WCR,23.51781798245614,16.0,3648
KNDV,KRISHNADEVARAYA H,SWR,8.953105512596657,4.0,4009
KNE,KISHANGANJ,NFR,61.011708443271765,29.0,24256
KNF,KHANODIH,SER,33.63143872113677,15.0,2252
KNG,KATHUNANGAL,NR,33.71385359951603,23.0,4959
KNGN,KANHEGAON,CR,34.125171939477305,23.0,727
KNGR,KASHINAGAR PH,ECOR,42.410432395332876,25.0,2914
KNH,KONCH,NCR,-3.3960831334932053,0.0,2502
KNHN,KANTHAN JN,SECR,101.01646006909165,71.0,4921
KNHP,KANHAIPUR,ECR,37.53154875717017,26.0,3661
KNHR,KIRNAHAR,ER,4.639118457300276,2.0,1089
KNJ,KRISHNGR CTY JN,ER,5.153480008462027,0.0,9454
KNJJ,KANNJARA H,SCR,28.836301369863012,21.0,1460
KNKT,KANAKOT,WR,17.141643059490086,14.0,353
KNL,KALANWALI,NWR,23.325191124370686,11.0,5363
KNLI,KANGALI H,ECR,100.34126258005489,46.0,2186
KNLP,KANAMALO PALLE,SCR,48.056236481614995,40.0,1387
KNLS,KANALAS JN,WR,24.992613436510727,20.0,2843
KNM,KANIMAHULI P H,SER,71.75521111704971,12.0,3742
KNN,KHANNA,NR,45.808506158543004,14.0,9499
KNNA,KHINANIYAN,NWR,19.240547945205478,15.0,3650
KNNK,KANINA KHAS,NWR,29.187051792828687,20.0,5020
KNNT,KUNNATHUR,SR,7.267123287671233,3.0,1460
KNO,KUNDGOL,SWR,17.9324200913242,11.0,2190
KNP,KHANAPUR,SWR,20.02361791462561,13.0,5716
KNPL,KANDANUR P VAYA,SR,0.2152671755725191,0.0,655
KNPR,KENDRAPARA ROAD,ECOR,57.16113114442968,49.0,5269
KNPS,KENDPOSI,SER,72.92696629213484,45.0,1424
KNR,KANKINARA,ER,37.87862068965517,18.0,725
KNRG,KANHARGAON NAKA,SCR,47.2486301369863,41.0,1460
KNRI,KUNURI,ER,13.115953947368421,9.0,3648
KNRN,KANAROAN,SER,52.902698282910876,43.0,1223
KNRT,KUNERU,ECOR,50.783988957902004,38.0,2898
KNS,KANCHAUSI,NCR,58.08513477448626,37.0,3747
KNSN,KARNA SUBARNA,ER,9.915673693858846,5.0,8728
KNSR,KANASAR,NWR,25.993150684931507,17.0,1460
KNT,KANTH,NR,49.59568909209667,33.0,4593
KNVH,KANIVEHALLI,SWR,11.99381868131868,0.0,1456
KNVT,KINWAT,SCR,31.837250442254234,15.0,3957
